sp,status,year,mean,sd,se,iv
Pinus sylvestris,Sanos,1991,0.23336499272402325,0.11677769169670281,0.020643574422512634,evi
Pinus sylvestris,Sanos,1992,0.20467901718197284,0.08036136673840773,0.011599164179716485,evi
Pinus sylvestris,Sanos,1993,0.2522417102312297,0.08883858558141353,0.009932455819248665,evi
Pinus sylvestris,Sanos,1994,0.26642952304541345,0.08968000212992856,0.012944193342660117,evi
Pinus sylvestris,Sanos,1995,0.22278978855489837,0.040481824369579374,0.004770828754422069,evi
Pinus sylvestris,Sanos,1996,0.28103450425308163,0.07445702990909811,0.005999918453387583,evi
Pinus sylvestris,Sanos,1997,0.2891670447947744,0.07235535257899435,0.005485245123259738,evi
Pinus sylvestris,Sanos,1998,0.2736833533323066,0.09069471531025311,0.006087030735638845,evi
Pinus sylvestris,Sanos,1999,0.2956629444597942,0.07917056471544512,0.007839054012907378,evi
Pinus sylvestris,Sanos,2000,0.30477935365591946,0.08793243711988198,0.007085797711391867,evi
Pinus sylvestris,Sanos,2001,0.3280561831556209,0.09097347568216525,0.007800911182493887,evi
Pinus sylvestris,Sanos,2002,0.3145723252385692,0.09468453608704523,0.008946847696065801,evi
Pinus sylvestris,Sanos,2003,0.33002085173012896,0.06006641553610591,0.005483288456267329,evi
Pinus sylvestris,Sanos,2004,0.2836476421931057,0.09963903634413773,0.008806929783729081,evi
Pinus sylvestris,Sanos,2005,0.28722893213677825,0.07267304883762399,0.0062316625268224795,evi
Pinus sylvestris,Sanos,2006,0.28484749343073346,0.08763849833391281,0.007303208194492734,evi
Pinus sylvestris,Sanos,2007,0.28237027045192675,0.06246991341210381,0.00453204385269102,evi
Pinus sylvestris,Sanos,2008,0.3620350864435289,0.08565073077842567,0.009576042817154663,evi
Pinus sylvestris,Sanos,2009,0.31160026489867154,0.07541678787971301,0.004606813535200936,evi
Pinus sylvestris,Sanos,2010,0.3227065975449108,0.06950684050578147,0.004686150230925237,evi
Pinus sylvestris,Sanos,2011,0.29824368475418117,0.07681484792482607,0.004526358321954826,evi
Pinus sylvestris,Sanos,2012,0.2941781862453909,0.06897597962371976,0.008904760679033626,evi
Pinus sylvestris,Sanos,2013,0.3439428031583636,0.07271409058735671,0.004994024245047689,evi
Pinus sylvestris,Sanos,2014,0.3162570755598684,0.06733315013548118,0.003887481235610554,evi
Pinus sylvestris,Sanos,2015,0.3220696180041631,0.10751077745402861,0.00688267225218688,evi
Pinus sylvestris,Sanos,2016,0.352452836000731,0.08910087812632615,0.005953302835882374,evi
Pinus sylvestris,Sanos,2017,0.2777357801562444,0.07480633399031174,0.0037310008277660857,evi
Pinus sylvestris,Sanos,2018,0.3267966429819818,0.06893975314136254,0.004545752706214033,evi
Pinus sylvestris,Sanos,2019,0.29825097223791375,0.08897484202999938,0.005261192702350906,evi
Pinus sylvestris,Sanos,2020,0.3474076341799069,0.10093597478569008,0.007608335368475166,evi
Pinus sylvestris,Sanos,2021,0.3074713025898689,0.0815549353422415,0.00568220159313579,evi
Pinus sylvestris,Sanos,2022,0.2902249546139777,0.08987900315709195,0.0055527433590178265,evi
Pinus sylvestris,Sanos,2023,0.33131327399221044,0.08283086848071641,0.00505970058891966,evi
